cnt,rolling_mean_5,rolling_mean_6,rolling_mean_7,rolling_mean_8,rolling_mean_9,rolling_mean_10,rolling_std_5,rolling_std_6,rolling_std_7,rolling_std_8,rolling_std_9,rolling_std_10,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_diff_1,lag_diff_2,lag_diff_3,lag_diff_4,lag_diff_5,lag_diff_6,lag_diff_7,lag_diff_8,lag_diff_9,lag_diff_10,day_of_week,month,Y
0,101.0,113.16666666666667,115.28571428571429,110.875,107.44444444444444,108.6,126.47924730958832,116.98618152015507,106.94034830333261,99.79040535041432,93.91100988583702,88.61552409770599,5.0,22.0,228.0,250.0,174.0,128.0,80.0,80.0,119.0,153.0,-5.0,-22.0,-228.0,-250.0,-174.0,-128.0,-80.0,-80.0,-119.0,-153.0,2,2,5.0
0,51.0,84.16666666666667,97.0,100.875,98.55555555555556,96.7,99.35793878699378,120.40667201889883,115.04057255304902,107.06932000211025,100.39560636690122,94.83558872537719,0.0,5.0,22.0,228.0,250.0,174.0,128.0,80.0,80.0,119.0,0.0,-5.0,-22.0,-228.0,-250.0,-174.0,-128.0,-80.0,-80.0,-119.0,3,2,0.0
0,5.4,42.5,72.14285714285714,84.875,89.66666666666667,88.7,9.52890339965747,91.27485962739142,114.42672847930325,111.89208768145443,105.64800045433894,99.65278610143211,0.0,0.0,5.0,22.0,228.0,250.0,174.0,128.0,80.0,80.0,0.0,0.0,-5.0,-22.0,-228.0,-250.0,-174.0,-128.0,-80.0,-80.0,4,2,0.0
0,1.0,4.5,36.42857142857143,63.125,75.44444444444444,80.7,2.236067977500643,8.803408430830135,84.85646143705881,108.96583671696634,108.42175878382427,103.5632388661365,0.0,0.0,0.0,5.0,22.0,228.0,250.0,174.0,128.0,80.0,0.0,0.0,0.0,-5.0,-22.0,-228.0,-250.0,-174.0,-128.0,-80.0,5,2,0.0
0,0.0,0.8333333333333334,3.857142857142857,31.875,56.111111111111114,67.9,0.0,2.0412414523220996,8.21438923330231,79.6105475782844,104.07742844205515,104.96819624163419,0.0,0.0,0.0,0.0,5.0,22.0,228.0,250.0,174.0,128.0,0.0,0.0,0.0,0.0,-5.0,-22.0,-228.0,-250.0,-174.0,-128.0,6,2,0.0
0,0.0,0.0,0.7142857142857143,3.375,28.333333333333332,50.5,0.0,0.0,1.8898223650468002,7.7263463921458175,75.22300180131074,99.71654270425189,0.0,0.0,0.0,0.0,0.0,5.0,22.0,228.0,250.0,174.0,0.0,0.0,0.0,0.0,0.0,-5.0,-22.0,-228.0,-250.0,-174.0,0,2,0.0
0,0.0,0.0,0.0,0.625,3.0,25.5,0.0,0.0,0.0,1.7677669529652595,7.314369419163897,71.48465258749991,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,228.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-22.0,-228.0,-250.0,1,2,0.0
0,0.0,0.0,0.0,0.0,0.5555555555555556,2.7,0.0,0.0,0.0,0.0,1.6666666666666732,6.961002482082389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-22.0,-228.0,2,2,0.0
0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5811388300847031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-22.0,3,2,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,4,2,0.0
